,Strain.original.name,Codigo.CCBT,Serogroup.x,Serotype,Origin,Isolate.date,Geographic.origin,conservacion,Growth,ELISA.x,Zot.x,Zot.Ace.x,ctxA.x,tcp.x,N.Caja,Observ.x,RAPD,PFGE,VCR.PCR,REP.PCR,Supplier.Name,Strain.name,Serogroup.y,Serotipe,Origen,Isolation.date,City,Province,TCBS,TSA,Oxidase,ELISA.y,Zot.y,Zot.Ace.y,ctxA.y,tcp.y,Observ.y,Lane,Sample,Public.Name,Strain,Geographic.origin_NR,latitude,longitude,Province_Geographic.origin_NR,contaminated 
1029,SJ1,,O1,Inaba,Human,29/04/1993,San Juan ,,,Positive,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Juan ,-31.016234,-68.595645,San Juan,
839,J348,,O1,Ogawa,Human,02/03/1993,Jujuy,Caja 10 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,11,,,,NA,,CCBT0429,,O1,Ogawa,Human,02/03/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26237_7#184,4772STDY6941170,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
1031,SO104/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1032,SO105/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1033,SO106/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
841,J477,,O1,Ogawa,Human,02/03/1993,Jujuy,Caja 10 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,11,,,,NA,,CCBT0474,,O1,Ogawa,Human,02/03/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#311,4772STDY6941260,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
1035,SO118/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1036,SO121/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1037,SO122/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1038,SO131/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1039,SO132/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1040,SO133/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1041,SO136/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1042,SO137/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1043,SO138/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
842,J525,,O1,Ogawa,Human,02/03/1993,Jujuy,Caja 10 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,12,,,,NA,,CCBT0482,,O1,Ogawa,Human,02/03/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#319,4772STDY6941268,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
1045,SO150/W,,O1,Ogawa,Ambiental,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1046,SO2038,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1047,SO2052,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1048,SO2080,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1049,SO2091,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1050,SO2016,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1051,SO2186,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1052,SO2158,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1053,SO2046,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1054,SO2187,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1055,SO2025,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1056,SO2185,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1057,SO2149,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1058,SO2119,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1059,SO2006,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1060,SO2009,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1061,SO2071,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1062,SO2101,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1063,SO2123,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1064,SO2135,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1065,SO2136,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1066,SO2147,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1067,SO2155,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1068,SO2163,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1069,SO2166,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1070,SO2181,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1071,SO2195,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1072,SO2203,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1073,SO2204,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1074,SO2063,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1075,SO2173,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1076,SO2222,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1077,SO2042,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1078,SO2010,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1079,SO2011,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1080,SO2044,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1081,SO2093,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1082,SO2117,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1083,SO2171,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1084,SO2172,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1085,SO2174,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1086,SO2224,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1087,SO2228,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1088,SO2229,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1089,SO2234,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1090,SO2235,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1091,SO2240,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1092,SO2248,,O1,Ogawa,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1093,SO2100,,O1,Inaba,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1094,SO2207,,O1,Inaba,Human,10/05/1993,"Oran, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
1095,ST3586,,O1,Ogawa,Human,10/05/1993,"Tartagal, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1096,ST3672,,O1,Ogawa,Human,10/05/1993,"Tartagal, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1097,ST3705,,O1,Ogawa,Human,10/05/1993,"Tartagal, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1098,ST3706,,O1,Ogawa,Human,10/05/1993,"Tartagal, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1099,M545,CCBT0349,no-O1,,Human,11/05/1993,Mendoza,caja proyecto VCN -80ºC,,Negative,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendoza,-32.972322,-68.694377,Mendoza,
1100,M684,,no-O1,,Human,11/05/1993,Mendoza,,,Negative,Negative,Negative,Negative,NR,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendoza,-32.972322,-68.694377,Mendoza,
1101,M237,,no-O1,,Human,11/05/1993,Mendoza,,,Negative,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendoza,-32.972322,-68.694377,Mendoza,
1102,M366,,no-O1,,Human,11/05/1993,Mendoza,,,Negative,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendoza,-32.972322,-68.694377,Mendoza,
1103,M437,,no-O1,,Human,11/05/1993,Mendoza,,,Negative,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendoza,-32.972322,-68.694377,Mendoza,
1104,M684,,no-O1,,Human,11/05/1993,Mendoza,,,Negative,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendoza,-32.972322,-68.694377,Mendoza,
1105,M941,,no-O1,,Human,11/05/1993,Mendoza,,,Negative,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendoza,-32.972322,-68.694377,Mendoza,
1106,M331,,O1,Ogawa,Human,11/05/1993,Mendoza,,,Positive,Positive,Positive,Positive,NR,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendoza,-32.972322,-68.694377,Mendoza,
1107,M160,,O1,Ogawa,Human,11/05/1993,Mendoza,,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendoza,-32.972322,-68.694377,Mendoza,
1108,M251,,O1,Ogawa,Human,11/05/1993,Mendoza,,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendoza,-32.972322,-68.694377,Mendoza,
1109,M331,,O1,Ogawa,Human,11/05/1993,Mendoza,,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mendoza,-32.972322,-68.694377,Mendoza,
843,J532,,O1,Ogawa,Human,02/03/1993,Jujuy,Caja 10 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,11,,,,NA,,CCBT0359,,O1,Ogawa,Human,02/03/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26237_7#116,4772STDY6941102,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
1111,A(ST)/W,,no-O1,,Ambiental,12/05/1993,"Tartagal, Salta",,,Negative,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1112,ST3838,,no-O1,,Human,12/05/1993,"Tartagal, Salta",,,Negative,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1113,ST3811,,O1,Ogawa,Human,12/05/1993,"Tartagal, Salta",,,Positive,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1114,ST3855,,O1,Ogawa,Human,12/05/1993,"Tartagal, Salta",,,Positive,,,,,14,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1115,ST3871,,O1,Ogawa,Human,12/05/1993,"Tartagal, Salta",,,Positive,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1116,ST3985,,O1,Ogawa,Human,12/05/1993,"Tartagal, Salta",,,Positive,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1117,CH1/W,,no-O1,,Ambiental,21/05/1993,Chaco,,,Negative,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chaco,-26.488976,-60.566951,Chaco,
1118,CH5/W,,no-O1,,Ambiental,21/05/1993,Chaco,,,Negative,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chaco,-26.488976,-60.566951,Chaco,
1119,CH2,,no-O1,,Human,21/05/1993,Chaco,,,Negative,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chaco,-26.488976,-60.566951,Chaco,
1120,CH3,,O1,Ogawa,Human,21/05/1993,Chaco,,,Positive,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chaco,-26.488976,-60.566951,Chaco,
1121,CH4,,O1,Ogawa,Human,21/05/1993,Chaco,,,Positive,,,,,13,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chaco,-26.488976,-60.566951,Chaco,
